employee_id,age,gender,department,job_role,education,years_at_company,monthly_salary,performance_rating,satisfaction_score,work_life_balance,overtime,attrition,last_promotion_years_ago
EMP-1579,30,Male,Operations,Operations Manager,Bachelor's,7,67820,4,3.5,2,0,1,2
EMP-1580,56,Male,Marketing,SEO Specialist,Bachelor's,9,93072,1,4.4,4,0,0,0
EMP-1581,31,Male,Operations,Logistics Coordinator,Master's,0,75043,1,3.0,1,1,0,0
EMP-1582,32,Male,Sales,Account Manager,Master's,0,74918,5,3.3,4,1,0,0
EMP-1583,35,Female,Engineering,DevOps,Bachelor's,12,89281,2,3.1,3,0,0,3
EMP-1584,40,Male,HR,Recruiter,Master's,2,75870,1,4.9,1,0,0,2
EMP-1585,33,Male,HR,Recruiter,Bachelor's,8,71878,1,2.2,4,0,0,1
EMP-1586,49,Male,Marketing,SEO Specialist,Bachelor's,16,117786,3,4.5,1,0,0,16
EMP-1587,50,Female,HR,Recruiter,Bachelor's,1,53008,5,1.1,5,0,0,1
EMP-1588,43,Female,Marketing,Content Strategist,PhD,7,79390,2,2.2,2,0,0,3
EMP-1589,25,Female,Operations,Operations Manager,Bachelor's,4,67024,2,3.6,5,1,0,1
EMP-1590,51,Male,Operations,Supply Chain Analyst,Bachelor's,6,51828,3,2.5,2,0,0,2
EMP-1591,30,Female,HR,Recruiter,Master's,5,76430,2,1.4,2,0,0,5
EMP-1592,26,Male,Operations,Operations Manager,Bachelor's,4,94706,4,2.0,5,1,0,1
EMP-1593,30,Female,Sales,Sales Manager,PhD,6,84981,3,4.5,5,0,0,1
EMP-1594,22,Female,Engineering,Data Engineer,Bachelor's,1,110167,2,3.2,5,0,0,0
EMP-1595,31,Male,HR,HR Manager,Master's,3,53614,4,1.5,2,0,0,1
EMP-1596,43,Male,HR,Recruiter,Bachelor's,14,97660,2,3.9,3,0,0,9
EMP-1597,58,Female,Finance,Accountant,Master's,18,88214,5,4.9,5,0,0,7
EMP-1598,28,Female,Marketing,Marketing Analyst,Master's,4,56078,1,1.1,5,0,0,1
EMP-1599,36,Female,Sales,Sales Rep,High School,8,56597,3,3.9,3,0,0,3
EMP-1600,28,Male,Sales,Account Manager,Master's,1,73198,4,1.2,3,0,1,0
EMP-1601,35,Male,HR,HR Coordinator,Bachelor's,10,60502,3,2.7,3,0,0,4
EMP-1602,37,Male,Marketing,Marketing Analyst,High School,9,81337,3,4.1,3,0,1,1
EMP-1603,32,Female,Sales,Sales Manager,Master's,3,53904,4,2.0,5,0,1,3
EMP-1604,27,Male,HR,Recruiter,Bachelor's,5,62773,1,4.9,3,0,0,1
EMP-1605,30,Female,Operations,Supply Chain Analyst,Master's,6,92550,1,4.9,5,1,0,0
EMP-1606,32,Male,Marketing,Content Strategist,Bachelor's,10,91998,4,3.3,2,0,1,4
EMP-1607,45,Male,Finance,CFO,Master's,18,126581,1,3.0,3,0,0,8
EMP-1608,26,Female,HR,HR Manager,Master's,3,43358,3,3.6,5,0,0,3
EMP-1609,38,Male,Engineering,Software Engineer,Master's,2,135725,1,1.5,5,1,0,2
EMP-1610,22,Male,Operations,Supply Chain Analyst,High School,0,67907,5,3.1,5,0,0,0
EMP-1611,28,Female,Operations,Operations Manager,Master's,3,84629,5,1.9,4,0,0,1
EMP-1612,27,Female,Finance,Accountant,Master's,4,116659,1,2.7,4,0,0,4
EMP-1613,30,Female,Marketing,Content Strategist,Bachelor's,6,105995,3,4.1,4,0,0,0
EMP-1614,40,Female,Operations,Logistics Coordinator,Bachelor's,16,119055,5,1.2,1,1,0,16
EMP-1615,43,Female,Engineering,Software Engineer,Bachelor's,15,110947,4,2.5,5,1,0,13
EMP-1616,34,Female,Finance,Financial Analyst,Bachelor's,9,112947,1,2.3,5,1,0,4
EMP-1617,54,Female,Marketing,SEO Specialist,Bachelor's,10,98410,1,3.1,2,0,0,6
EMP-1618,37,Male,Marketing,Marketing Analyst,High School,12,103451,5,1.2,3,0,0,7
EMP-1619,43,Female,Finance,Accountant,Bachelor's,1,57285,3,2.0,2,0,0,1
EMP-1620,22,Female,Operations,Supply Chain Analyst,Master's,1,86738,5,4.0,1,0,0,0
EMP-1621,58,Male,HR,Recruiter,Bachelor's,12,56103,5,4.8,1,0,0,12
EMP-1622,30,Male,Sales,Account Manager,Bachelor's,8,92753,5,4.6,1,1,0,3
EMP-1623,48,Male,Finance,Accountant,Bachelor's,2,95899,3,4.7,1,0,0,2
EMP-1624,29,Male,Sales,Sales Manager,Bachelor's,4,50070,1,2.7,1,0,0,1
EMP-1625,59,Male,HR,Recruiter,Master's,9,68823,4,1.2,4,0,0,7
EMP-1626,41,Female,Finance,CFO,Bachelor's,9,133427,3,1.0,5,1,0,0
EMP-1627,34,Male,HR,HR Manager,Master's,2,58667,4,4.2,2,0,0,0
EMP-1628,29,Male,Finance,Accountant,Master's,6,93103,5,1.6,3,0,0,2
EMP-1629,35,Male,HR,HR Coordinator,Master's,1,68438,5,1.2,5,0,0,0
EMP-1630,56,Male,Operations,Supply Chain Analyst,Bachelor's,1,96987,4,4.8,3,0,0,1
EMP-1631,44,Male,HR,HR Coordinator,Bachelor's,14,77839,5,1.2,5,0,0,14
EMP-1632,27,Male,Finance,CFO,Master's,3,75487,1,2.0,1,0,0,3
EMP-1633,42,Male,HR,HR Coordinator,Bachelor's,12,85213,2,1.7,4,1,0,2
EMP-1634,24,Female,Engineering,DevOps,Bachelor's,0,107762,2,1.4,5,0,0,0
EMP-1635,46,Female,Sales,Account Manager,Bachelor's,10,81338,4,1.9,4,1,0,0
EMP-1636,48,Female,Marketing,Marketing Analyst,Master's,8,97826,4,3.8,4,0,0,3
EMP-1637,31,Male,Marketing,SEO Specialist,Bachelor's,0,72452,4,4.1,3,0,0,0
EMP-1638,55,Male,HR,HR Manager,Master's,16,66115,1,4.3,5,0,0,5
EMP-1639,40,Female,Engineering,Data Engineer,Bachelor's,15,147086,5,1.2,2,1,0,8
EMP-1640,44,Male,HR,Recruiter,Master's,16,95151,1,1.6,2,0,0,14
EMP-1641,30,Male,Finance,CFO,Bachelor's,5,65081,3,1.5,5,0,0,5
EMP-1642,33,Male,Operations,Logistics Coordinator,Bachelor's,12,60842,3,1.8,1,0,1,10
EMP-1643,55,Male,Engineering,Data Engineer,Bachelor's,0,148636,4,4.2,4,0,0,0
EMP-1644,32,Female,Sales,Sales Manager,Master's,1,64877,3,4.5,5,1,0,1
EMP-1645,24,Male,HR,HR Coordinator,Bachelor's,2,75900,3,3.5,2,0,0,1
EMP-1646,42,Female,HR,Recruiter,High School,0,75002,4,3.4,1,0,0,0
EMP-1647,22,Female,Finance,CFO,Bachelor's,1,108639,3,1.6,2,0,0,1
EMP-1648,32,Male,Operations,Operations Manager,Master's,0,94015,3,4.4,2,0,0,0
EMP-1649,32,Male,Finance,Financial Analyst,Bachelor's,9,67649,2,2.0,5,0,0,8
EMP-1650,45,Female,Sales,Sales Rep,Master's,0,64109,2,1.4,4,1,0,0
EMP-1651,38,Female,HR,HR Coordinator,Bachelor's,12,77527,5,1.1,2,0,1,11
EMP-1652,41,Female,Finance,Financial Analyst,Bachelor's,1,68919,4,2.7,4,1,0,0
EMP-1653,56,Male,Finance,Financial Analyst,High School,19,144146,3,2.0,2,0,0,8
EMP-1654,54,Male,Sales,Sales Rep,Bachelor's,14,94356,5,2.7,4,0,0,3
EMP-1655,37,Male,Finance,Accountant,Bachelor's,6,80128,5,4.8,5,0,0,5
EMP-1656,58,Female,Finance,CFO,Bachelor's,4,72046,5,3.4,4,0,1,4
EMP-1657,55,Male,HR,HR Coordinator,Bachelor's,16,99621,3,2.3,2,1,0,11
EMP-1658,25,Male,Marketing,Marketing Analyst,Bachelor's,1,100960,1,3.3,3,0,0,1
EMP-1659,22,Male,HR,HR Manager,Bachelor's,0,68555,1,1.7,5,0,0,0
EMP-1660,38,Female,Sales,Sales Rep,Master's,6,94477,5,4.2,1,0,0,2
EMP-1661,44,Female,Marketing,Content Strategist,Bachelor's,9,73590,4,4.3,2,1,0,4
EMP-1662,58,Female,Operations,Logistics Coordinator,Bachelor's,20,81675,3,4.9,4,0,0,20
EMP-1663,55,Male,HR,Recruiter,Bachelor's,11,56782,2,4.8,1,1,0,10
EMP-1664,48,Male,Engineering,Data Engineer,Bachelor's,1,145769,5,1.8,2,0,0,1
EMP-1665,50,Female,Engineering,QA Engineer,Master's,18,149073,1,1.7,1,0,0,3
EMP-1666,57,Male,Finance,CFO,Bachelor's,14,107949,2,1.7,4,0,1,8
EMP-1667,29,Male,Sales,Account Manager,Bachelor's,4,92772,4,4.0,4,0,0,4
EMP-1668,49,Female,Operations,Supply Chain Analyst,High School,8,92540,1,2.5,3,0,0,1
EMP-1669,40,Male,Finance,Accountant,Bachelor's,9,103015,3,1.3,4,0,0,3
EMP-1670,55,Non-binary,HR,Recruiter,Bachelor's,6,73963,1,1.1,5,0,0,0
EMP-1671,43,Female,Sales,Sales Manager,Bachelor's,7,95560,4,4.2,3,0,0,5
EMP-1672,35,Female,HR,HR Manager,PhD,10,51717,2,1.4,3,0,0,7
EMP-1673,46,Male,Sales,Account Manager,Bachelor's,4,60001,4,4.9,5,1,0,2
EMP-1674,42,Male,Operations,Supply Chain Analyst,Bachelor's,2,91160,3,1.4,3,0,0,1
EMP-1675,57,Female,Operations,Supply Chain Analyst,Master's,14,76959,2,3.8,3,0,0,10
EMP-1676,34,Female,Engineering,DevOps,Master's,1,100021,5,4.1,4,1,1,0
EMP-1677,30,Female,Engineering,DevOps,Master's,7,141382,5,3.4,4,0,1,7
EMP-1678,43,Male,Operations,Logistics Coordinator,Bachelor's,1,93751,4,3.0,4,0,0,1
EMP-1679,53,Male,HR,HR Manager,Master's,7,84994,5,3.9,3,0,0,2
EMP-1680,28,Male,Marketing,Marketing Analyst,Bachelor's,5,106740,1,4.9,2,0,0,2
EMP-1681,44,Female,Finance,Accountant,PhD,20,128554,3,3.2,3,0,0,3
EMP-1682,56,Male,Marketing,Content Strategist,Master's,17,82767,2,2.5,4,1,0,0
EMP-1683,47,Female,Operations,Logistics Coordinator,Bachelor's,12,83245,5,1.3,2,0,0,5
EMP-1684,41,Female,Finance,Accountant,High School,16,97022,5,3.5,5,1,0,10
EMP-1685,26,Male,HR,Recruiter,Bachelor's,4,54040,2,4.9,3,1,0,4
EMP-1686,50,Female,Finance,Accountant,High School,7,90332,1,1.4,4,0,0,4
EMP-1687,36,Female,Marketing,Content Strategist,Bachelor's,15,123055,4,1.9,2,0,0,14
EMP-1688,51,Male,Marketing,Content Strategist,PhD,11,107976,4,3.9,5,1,0,0
EMP-1689,28,Male,HR,Recruiter,Master's,7,53253,4,4.0,4,0,0,3
EMP-1690,30,Male,Engineering,DevOps,Bachelor's,6,85807,3,3.6,4,0,0,0
EMP-1691,39,Male,Sales,Sales Manager,Master's,13,87993,1,3.9,1,1,0,9
EMP-1692,57,Female,Marketing,Content Strategist,High School,7,79568,4,2.4,4,0,0,0
EMP-1693,43,Male,Finance,Accountant,Bachelor's,11,101352,1,3.9,4,1,0,7
EMP-1694,42,Male,Engineering,Data Engineer,Master's,8,101946,3,3.1,3,1,0,1
EMP-1695,55,Female,Marketing,Content Strategist,Bachelor's,2,69369,2,4.2,2,0,0,1
EMP-1696,50,Female,Operations,Operations Manager,Master's,8,59275,5,2.3,1,0,0,1
EMP-1697,26,Female,HR,HR Manager,Bachelor's,1,64960,1,4.7,5,0,0,0
EMP-1698,34,Female,Marketing,Marketing Analyst,PhD,1,59136,3,3.0,2,0,0,0
EMP-1699,32,Female,Operations,Supply Chain Analyst,Bachelor's,3,64547,5,3.6,3,1,0,1
EMP-1700,34,Female,Operations,Operations Manager,Master's,1,88440,4,2.2,3,1,0,0
EMP-1701,40,Female,Engineering,QA Engineer,Bachelor's,9,124350,5,1.5,1,1,1,8
EMP-1702,38,Female,Finance,Financial Analyst,Master's,13,89729,3,1.4,1,0,0,13
EMP-1703,58,Female,Marketing,Content Strategist,Bachelor's,8,91183,4,4.5,3,1,0,0
EMP-1704,36,Male,Engineering,QA Engineer,Bachelor's,6,83521,5,1.3,2,0,0,4
EMP-1705,31,Male,Sales,Sales Manager,Bachelor's,8,51673,1,4.4,5,0,0,4
EMP-1706,38,Male,Marketing,Marketing Analyst,Master's,7,113175,1,3.4,3,0,0,7
EMP-1707,54,Male,Operations,Operations Manager,Master's,1,63791,5,4.2,5,0,0,1
EMP-1708,57,Male,Sales,Account Manager,Master's,14,89126,2,2.5,2,0,0,9
EMP-1709,54,Male,HR,HR Manager,Master's,18,73720,2,1.8,2,0,0,6
EMP-1710,23,Female,Finance,Accountant,Master's,1,113170,2,1.1,4,0,0,0
EMP-1711,58,Male,Finance,CFO,Bachelor's,0,62088,4,4.4,3,0,0,0
EMP-1712,22,Female,Engineering,Data Engineer,Bachelor's,1,106040,1,1.0,1,1,0,1
EMP-1713,32,Female,Finance,Financial Analyst,Bachelor's,4,84384,2,4.4,5,0,0,2
EMP-1714,47,Female,Engineering,DevOps,Bachelor's,20,112226,4,1.6,1,0,0,11
EMP-1715,38,Female,Engineering,QA Engineer,Master's,7,114903,5,2.7,3,0,1,4
EMP-1716,57,Male,Sales,Sales Manager,Bachelor's,0,69303,4,1.0,2,0,0,0
EMP-1717,28,Male,HR,Recruiter,Master's,0,54669,4,4.7,4,0,0,0
EMP-1718,28,Female,Marketing,SEO Specialist,Bachelor's,4,102655,4,2.9,5,0,0,2
EMP-1719,43,Male,HR,Recruiter,Bachelor's,11,65367,5,1.3,3,0,0,0
EMP-1720,39,Male,Operations,Logistics Coordinator,Master's,7,96127,3,4.4,1,0,0,2
EMP-1721,32,Female,HR,HR Coordinator,Master's,3,72186,5,2.7,3,1,0,2
EMP-1722,59,Male,Finance,Accountant,Master's,11,84989,5,2.6,1,0,1,9
EMP-1723,30,Male,Engineering,DevOps,Bachelor's,1,118889,1,5.0,1,0,0,0
EMP-1724,50,Male,Sales,Sales Manager,Bachelor's,7,75644,4,4.7,5,0,1,0
EMP-1725,27,Female,Marketing,SEO Specialist,Master's,6,72261,2,4.4,1,0,1,5
EMP-1726,53,Male,Engineering,QA Engineer,Bachelor's,9,117457,2,3.3,1,0,1,3
EMP-1727,28,Male,Finance,Financial Analyst,Master's,5,112866,4,1.6,4,0,0,2
EMP-1728,29,Male,Marketing,Marketing Analyst,PhD,6,56686,3,1.8,2,0,0,1
EMP-1729,56,Female,Marketing,Content Strategist,Master's,4,53549,5,3.5,5,0,1,3
EMP-1730,23,Female,Sales,Sales Rep,Master's,2,76235,2,4.6,1,0,0,1
EMP-1731,27,Male,Finance,Financial Analyst,Bachelor's,6,71886,1,2.2,3,0,0,2
EMP-1732,32,Female,Marketing,Content Strategist,Bachelor's,10,70664,2,3.8,5,0,0,2
EMP-1733,40,Female,Operations,Operations Manager,Bachelor's,5,68205,1,1.7,2,0,0,1
EMP-1734,56,Non-binary,Operations,Supply Chain Analyst,Master's,3,97928,3,1.5,1,1,0,0
EMP-1735,49,Male,Engineering,DevOps,Bachelor's,0,116983,2,2.1,2,0,0,0
EMP-1736,50,Male,Engineering,DevOps,Bachelor's,2,111579,4,4.2,2,1,0,1
EMP-1737,42,Female,Engineering,Data Engineer,Bachelor's,11,125724,5,1.5,1,1,0,10
EMP-1738,22,Male,Marketing,Content Strategist,High School,1,76662,1,2.2,3,0,0,1
EMP-1739,46,Male,Sales,Sales Rep,Master's,20,96299,4,3.8,3,0,1,1
EMP-1740,35,Female,HR,HR Coordinator,Bachelor's,9,55756,2,3.9,2,1,0,7
EMP-1741,59,Male,Marketing,SEO Specialist,Bachelor's,10,89908,2,3.1,1,0,0,4
EMP-1742,23,Female,Sales,Account Manager,Bachelor's,2,66720,2,4.8,1,0,0,0
EMP-1743,24,Female,HR,Recruiter,Bachelor's,2,55633,3,2.8,4,0,0,1
EMP-1744,46,Male,Engineering,DevOps,Master's,1,153213,5,4.2,2,1,1,0
EMP-1745,54,Male,Marketing,Marketing Analyst,Master's,8,70013,5,3.5,2,0,0,4
EMP-1746,34,Female,Finance,Financial Analyst,Bachelor's,12,91026,4,1.4,3,1,0,11
EMP-1747,52,Male,Finance,Accountant,Bachelor's,20,111015,4,4.8,5,1,0,20
EMP-1748,46,Female,Operations,Logistics Coordinator,Bachelor's,3,90461,3,1.0,1,1,0,0
EMP-1749,28,Male,Engineering,QA Engineer,Master's,0,115955,1,1.8,4,0,0,0
EMP-1750,24,Female,Operations,Operations Manager,Bachelor's,0,74078,2,3.0,5,0,0,0
EMP-1751,45,Male,HR,HR Manager,Bachelor's,1,44801,1,3.7,4,0,0,0
EMP-1752,29,Female,Marketing,Content Strategist,Master's,6,74456,2,3.1,4,0,0,3
EMP-1753,24,Female,Operations,Logistics Coordinator,Master's,3,49916,3,2.5,3,0,0,2
EMP-1754,47,Female,Marketing,Marketing Analyst,Bachelor's,0,80539,3,1.0,3,1,0,0
EMP-1755,57,Male,Marketing,Marketing Analyst,Master's,19,105554,2,1.8,4,0,0,16
EMP-1756,50,Female,Marketing,Marketing Analyst,Bachelor's,10,63255,1,3.4,2,0,0,6
EMP-1757,47,Male,Operations,Supply Chain Analyst,PhD,1,94066,1,2.9,5,1,0,1
EMP-1758,40,Male,Sales,Sales Rep,High School,7,97740,3,4.8,2,0,0,7
EMP-1759,33,Male,Sales,Sales Rep,Bachelor's,8,85739,5,3.9,3,0,0,1
EMP-1760,33,Female,HR,HR Coordinator,Master's,11,91763,4,4.5,3,0,0,1
EMP-1761,25,Female,Finance,Accountant,Bachelor's,3,92836,5,1.3,4,0,0,3
EMP-1762,23,Male,Sales,Sales Manager,Bachelor's,0,65402,4,1.7,2,0,1,0
EMP-1763,54,Male,Marketing,SEO Specialist,Master's,13,109509,1,1.4,3,0,0,9
EMP-1764,28,Female,Finance,CFO,Master's,7,102964,4,4.5,2,0,0,3
EMP-1765,39,Male,Engineering,Data Engineer,PhD,9,83035,3,2.1,3,0,0,1
EMP-1766,32,Male,Sales,Sales Manager,Master's,10,58999,5,2.2,2,0,0,10
EMP-1767,47,Female,Finance,Accountant,Master's,2,88443,1,3.5,3,0,0,0
EMP-1768,56,Female,Sales,Sales Manager,Master's,2,74877,3,3.8,3,1,0,1
EMP-1769,25,Male,Finance,Financial Analyst,Bachelor's,4,64799,4,3.8,2,0,0,3
EMP-1770,48,Male,Operations,Operations Manager,PhD,11,107940,2,1.2,5,0,0,6
EMP-1771,30,Female,HR,HR Manager,Master's,8,88639,5,2.4,5,0,0,3
EMP-1772,46,Female,Operations,Logistics Coordinator,Master's,18,99960,1,1.8,1,0,0,16
EMP-1773,51,Female,Sales,Sales Manager,Bachelor's,8,88255,3,4.3,1,0,0,7
EMP-1774,37,Female,Finance,Financial Analyst,Master's,15,93170,3,1.6,2,0,0,0
EMP-1775,37,Female,Operations,Supply Chain Analyst,Bachelor's,16,77859,3,2.6,4,0,0,13
EMP-1776,31,Female,Operations,Operations Manager,Master's,8,68216,2,1.1,2,0,0,2
EMP-1777,41,Female,Operations,Logistics Coordinator,Master's,13,114360,2,3.7,4,0,0,6
EMP-1778,46,Female,HR,HR Coordinator,Master's,13,90191,2,1.6,4,0,0,5
EMP-1779,50,Female,Engineering,QA Engineer,Master's,12,147589,4,4.8,3,1,0,4
EMP-1780,57,Female,Marketing,SEO Specialist,Bachelor's,3,86273,1,2.6,4,0,0,2
EMP-1781,37,Female,Marketing,Content Strategist,Master's,16,92797,2,2.4,4,0,1,13
EMP-1782,30,Female,Finance,Financial Analyst,Bachelor's,0,81286,4,1.0,3,1,0,0
EMP-1783,57,Male,Sales,Sales Rep,Master's,3,77387,3,2.6,4,1,0,1
EMP-1784,51,Female,Operations,Supply Chain Analyst,Bachelor's,14,80723,4,1.9,4,0,0,8
EMP-1785,23,Female,HR,Recruiter,Master's,2,66800,4,3.3,2,0,0,1
EMP-1786,52,Female,Sales,Sales Rep,Bachelor's,1,61672,1,4.0,5,0,0,1
EMP-1787,54,Female,Operations,Operations Manager,Bachelor's,0,60181,5,1.0,3,0,0,0
EMP-1788,48,Female,Operations,Operations Manager,Master's,15,105888,5,3.9,3,1,0,8
EMP-1789,30,Female,Finance,Accountant,Master's,2,76916,3,3.4,3,0,0,2
EMP-1790,44,Male,HR,HR Coordinator,PhD,9,71109,3,2.3,5,0,1,5
EMP-1791,43,Male,Finance,Financial Analyst,PhD,6,118956,1,4.0,2,0,0,4
EMP-1792,41,Male,Marketing,Marketing Analyst,Bachelor's,3,53123,2,4.7,5,0,0,3
EMP-1793,49,Male,Sales,Sales Rep,PhD,18,75168,5,3.6,4,0,0,4
EMP-1794,56,Male,Operations,Supply Chain Analyst,Bachelor's,3,76398,3,1.5,2,0,0,3
EMP-1795,29,Male,Finance,Financial Analyst,Bachelor's,4,99390,1,1.2,5,1,0,1
EMP-1796,43,Female,Operations,Logistics Coordinator,Master's,6,96453,3,1.1,4,0,0,4
EMP-1797,25,Male,Marketing,SEO Specialist,Bachelor's,1,67985,1,3.4,4,0,0,0
EMP-1798,42,Male,Finance,Financial Analyst,Master's,7,83219,3,1.9,1,0,0,4
EMP-1799,42,Female,Operations,Operations Manager,Master's,4,101883,1,4.1,3,0,0,4
EMP-1800,31,Female,Finance,Financial Analyst,Bachelor's,4,82485,3,2.5,5,1,0,2
EMP-1801,47,Male,Finance,CFO,Bachelor's,15,85443,4,4.5,1,0,0,1
EMP-1802,50,Male,Marketing,Content Strategist,Bachelor's,2,88322,5,4.1,2,0,0,1
EMP-1803,39,Male,Sales,Account Manager,Bachelor's,4,55879,2,2.2,4,0,0,4
EMP-1804,30,Male,Sales,Sales Rep,Master's,7,77881,2,1.0,5,0,0,4
EMP-1805,50,Female,Operations,Supply Chain Analyst,Master's,11,59812,2,3.6,1,1,0,10
EMP-1806,27,Female,Finance,Financial Analyst,Bachelor's,6,89096,2,1.1,3,0,0,3
EMP-1807,43,Female,Marketing,SEO Specialist,Bachelor's,13,112070,4,4.6,5,0,0,1
EMP-1808,45,Female,Operations,Logistics Coordinator,Bachelor's,9,97049,5,2.0,1,0,0,8
EMP-1809,24,Male,Finance,Financial Analyst,Bachelor's,2,104370,1,4.9,1,0,0,0
EMP-1810,28,Female,Marketing,SEO Specialist,Bachelor's,5,82267,5,4.7,5,0,0,5
EMP-1811,37,Female,Sales,Account Manager,Master's,13,107089,1,5.0,1,0,0,5
EMP-1812,38,Female,HR,HR Coordinator,Master's,9,55506,5,3.0,3,0,0,6
EMP-1813,38,Female,Operations,Logistics Coordinator,Bachelor's,17,106619,5,4.5,1,0,0,4
EMP-1814,41,Male,Sales,Sales Manager,Bachelor's,1,84852,4,4.0,5,1,0,0
EMP-1815,50,Female,Marketing,Marketing Analyst,Master's,2,91141,1,4.5,2,0,0,0
EMP-1816,58,Female,Finance,CFO,Bachelor's,19,98684,1,3.2,2,1,0,2
EMP-1817,24,Female,Sales,Sales Rep,Bachelor's,1,47938,5,2.5,1,1,0,1
EMP-1818,35,Female,Finance,Financial Analyst,Bachelor's,4,88213,5,4.4,4,0,0,1
EMP-1819,38,Female,Operations,Supply Chain Analyst,Bachelor's,0,95418,4,1.9,3,0,0,0
EMP-1820,40,Male,Operations,Supply Chain Analyst,Bachelor's,9,85669,1,4.0,3,0,0,2
EMP-1821,58,Male,HR,HR Manager,Bachelor's,12,53188,5,2.9,2,1,0,6
EMP-1822,55,Male,Engineering,Software Engineer,Bachelor's,5,113708,5,2.9,4,1,0,4
EMP-1823,26,Female,Engineering,QA Engineer,Bachelor's,4,80764,1,2.9,1,0,0,4
EMP-1824,44,Male,Engineering,Software Engineer,Master's,11,146097,5,4.0,3,0,0,11
EMP-1825,31,Male,Finance,Financial Analyst,Master's,10,119136,4,3.0,5,1,0,3
EMP-1826,50,Male,Sales,Sales Manager,Bachelor's,16,81953,4,2.3,2,0,1,15
EMP-1827,50,Male,Engineering,QA Engineer,Master's,3,95725,3,3.2,3,0,0,3
EMP-1828,34,Male,HR,Recruiter,Bachelor's,4,46902,1,4.9,1,0,0,2
EMP-1829,57,Male,Marketing,Marketing Analyst,Master's,18,111587,2,3.4,1,0,0,16
EMP-1830,43,Male,Engineering,Data Engineer,Master's,19,173892,1,1.2,4,0,0,7
EMP-1831,24,Male,Operations,Logistics Coordinator,High School,3,61642,4,4.7,2,0,0,3
EMP-1832,50,Male,HR,HR Manager,Bachelor's,13,60471,2,3.6,4,0,0,8
EMP-1833,44,Male,Finance,CFO,Master's,2,68113,1,3.5,3,0,0,2
EMP-1834,30,Male,Marketing,SEO Specialist,Bachelor's,5,68684,2,4.4,4,0,0,0
EMP-1835,25,Female,Sales,Sales Manager,Master's,2,62712,5,2.4,3,0,0,0
EMP-1836,56,Male,Sales,Sales Rep,Bachelor's,12,75113,2,4.2,4,0,0,3
EMP-1837,31,Female,Engineering,DevOps,Bachelor's,6,158032,1,2.0,3,0,0,4
EMP-1838,25,Male,Sales,Account Manager,Bachelor's,0,85882,2,4.1,2,0,0,0
EMP-1839,45,Male,Sales,Sales Rep,Master's,2,74761,3,3.6,3,0,0,0
EMP-1840,57,Female,Finance,Accountant,Bachelor's,0,97512,1,4.0,3,0,0,0
EMP-1841,28,Female,Finance,CFO,Master's,6,119070,4,4.1,5,0,0,6
EMP-1842,46,Male,Engineering,Data Engineer,Bachelor's,8,136524,4,4.2,1,1,0,2
EMP-1843,34,Male,Operations,Operations Manager,Bachelor's,2,82666,4,2.7,3,0,0,2
EMP-1844,26,Female,Finance,Financial Analyst,Bachelor's,1,86359,2,4.9,5,0,0,1
EMP-1845,23,Female,Finance,CFO,Bachelor's,1,115700,4,2.7,5,0,0,0
EMP-1846,43,Male,Sales,Sales Manager,Bachelor's,5,74292,2,2.7,5,0,0,3
EMP-1847,29,Female,Operations,Operations Manager,Master's,8,87656,3,2.5,3,0,0,0
EMP-1848,34,Female,Engineering,DevOps,Master's,3,138498,4,3.8,1,1,1,2
EMP-1849,28,Male,Finance,CFO,High School,6,87548,2,4.8,2,0,0,5
EMP-1850,44,Male,Engineering,Software Engineer,PhD,14,114986,1,3.0,2,1,0,13
EMP-1851,26,Male,Engineering,Data Engineer,Master's,1,152221,5,1.8,2,0,0,1
EMP-1852,57,Male,Sales,Account Manager,High School,16,90173,3,1.2,2,1,0,15
EMP-1853,51,Female,Marketing,Marketing Analyst,Bachelor's,13,111839,1,1.5,4,0,0,9
EMP-1854,45,Female,Marketing,Content Strategist,PhD,5,86685,2,3.8,2,0,0,5
EMP-1855,31,Female,Finance,Accountant,Master's,7,99136,3,3.5,4,0,0,7
EMP-1856,44,Male,Operations,Supply Chain Analyst,Bachelor's,3,97638,4,2.1,5,0,0,1
EMP-1857,38,Male,Finance,CFO,Bachelor's,0,84053,4,4.4,3,0,0,0
EMP-1858,38,Male,Engineering,QA Engineer,Bachelor's,16,166316,4,1.6,3,0,0,0
EMP-1859,40,Male,Sales,Sales Manager,Master's,6,79627,1,4.8,5,0,1,6
EMP-1860,35,Male,HR,HR Manager,Bachelor's,10,59429,1,3.9,5,0,0,8
EMP-1861,49,Female,Sales,Sales Manager,Master's,1,79723,3,1.3,3,1,0,0
EMP-1862,57,Non-binary,Engineering,DevOps,Master's,2,71545,1,3.6,2,1,0,0
EMP-1863,58,Non-binary,Engineering,Software Engineer,Bachelor's,2,102336,1,4.2,5,0,0,0
EMP-1864,23,Female,Finance,CFO,Master's,1,95047,1,1.5,3,0,0,0
EMP-1865,38,Male,Operations,Supply Chain Analyst,Master's,5,63025,1,2.0,2,0,1,2
EMP-1866,25,Male,HR,HR Coordinator,Bachelor's,0,43277,4,2.1,4,1,0,0
EMP-1867,47,Female,Operations,Operations Manager,High School,17,80590,3,5.0,4,0,0,4
EMP-1868,36,Male,Engineering,Data Engineer,Master's,14,123607,4,2.0,5,0,0,2
EMP-1869,29,Female,Finance,Accountant,Bachelor's,1,97631,3,2.2,2,1,0,1
